id;db;Marca temporal;Correo electrónico;Nombre de la empresa;Dirección de la empresa;Teléfono de contacto;Por favor indique el número de colaboradores que tiene su empresa o comercio;¿En su empresa o comercio cuentan con colaboradoras mujeres?;Por favor indique el número de mujeres que trabajan en su empresa o comercio;Porcentaje mujeres;De sus empleadas mujeres, ¿Cuántas hacen parte de la cadena de distribución del negocio (conducen, reparten domicilios, acompañan las entregas, etc.)?;% mujeres en la distribución;De las mujeres vinculadas a la cadena logística de su empresa o comercio ¿Cuántas están vinculadas por contrato laboral?;% mujeres vinculadas;Entre sus colaboradoras mujeres, alguna(s) se identifica(n) con los siguientes grupos poblacionales:;¿Acompañan y/o apoyan el proceso formativo de las mujeres que hacen parte de la cadena logística?;Por favor, indique dentro de la siguientes categorías, cuál se relaciona con la actividad realizada en su comercio:;De acuerdo al listado señale en orden de importancia las 3 principales actividades comerciales que se desarrollan en su establecimiento:;Productos principales;¿Su establecimiento cuenta con espacio de bodega o almacenamiento de mercancías o productos?;¿Con cuántos espacios de bodega cuenta?;¿En qué piso se ubica(n) la(s) bodegas que sirven a su empresa o comercio?;Por favor, indique el área de la bodega que sirve a su comercio en metros cuadrados:;Por favor, indique la altura en metros de la bodega que sirve a su comercio:;¿El(los) espacio(s) de bodega están ubicados al interior de la ZUAP?;¿En qué municipio se encuentra ubicada la bodega que sirve a su comercio?;Por favor, indique el tipo de bodega con la que cuenta:;Por favor, seleccione los días en los cuales recibe materiales, materias primas o productos:;¿Cuántas veces por semana abastece su establecimiento?;Por favor, indique los horarios durante los cuales realiza las actividades de cargue y descargue de las mercancías:;Por favor, indique la forma en la que ingresa la mercancía a su comercio o área de bodega:;"En una escala de 1 a 5, donde 1 es ""Muy inseguro"" y 5 ""Muy seguro"", ¿considera usted que el proceso de cargue y descargue de mercancías en camión, carro o motocicleta es?";"En una escala de 1 a 5, donde 1 es ""Muy inseguro"" y 5 ""Muy seguro"", ¿considera usted que el proceso de cargue y descargue de mercancías en bicicleta es?";¿El establecimiento o bodega posee alguno de los siguientes elementos para el cargue y descargue de mercancías?;¿Qué medio realiza para el envío de sus artículos a domicilio?;¿Cuántos domicilios realiza a diario su establecimiento?;¿Qué medio realiza para el envío de sus ventas por internet?;¿Cuántos envíos de artículos vendidos por internet realiza a diario su establecimiento?;Ir al fin de la encuesta.;De acuerdo con el tipo de carga que distribuye su empresa, indique máximo 3 tipos en el siguiente listado:;¿El origen de la mercancía que transporta es el Valle de Aburrá?;Por favor, indique el municipio:;Por favor, indique cuántas entregas hace en el centro de Medellín al día:;Por favor, indique el número de establecimientos que surte en el centro de Medellín a diario:;¿Cuántos pedidos recibe su empresa diariamente que tienen como destino el centro de Medellín?;Por favor indique la cantidad de vehículos con combustión a diésel (ACPM) con los que cuenta su empresa:;Por favor indique la cantidad de vehículos con combustión a gasolina con los que cuenta su empresa:;Por favor indique la cantidad de vehículos con combustión a gas natural vehicular (GNV) con los que cuenta su empresa:;Por favor indique la cantidad de vehículos con motor eléctrico con los que cuenta su empresa:;Por favor, indique el rango de edad promedio del parque vehicular de su empresa [Modelos anteriores a 1990];Por favor, indique el rango de edad promedio del parque vehicular de su empresa [Modelos entre 1991 y 2000];Por favor, indique el rango de edad promedio del parque vehicular de su empresa [Modelos entre 2001 y 2010];Por favor, indique el rango de edad promedio del parque vehicular de su empresa [Modelos entre 2011 y 2015];Por favor, indique el rango de edad promedio del parque vehicular de su empresa [Modelos del 2016 en adelante];¿Cuánto es el rendimiento en galones/kilómetro, de sus vehículos a ACPM?;¿Cuánto es el rendimiento en galones/kilómetro, de sus vehículos a gasolina?;¿Cuánto es el rendimiento en metros cúbicos/kilómetro, de sus vehículos a GNV?;¿Cuánto es el rendimiento kilowatt-hora, de sus vehículos eléctricos?;¿Cuánto es el costo total por movilizar un camión cargado hacia el centro de Medellín?;¿Cuántas horas al volante permanece durante un turno de reparto una/un conductora/or en su empresa?;"De acuerdo con la siguiente escala, donde 1 es ""Muy compleja"" y 5 es ""Muy adecuada"" ¿Cómo considera la relación de sus conductores con los demás actores viales (peatones, ciclistas, conductores, transporte público) en el espacio público de la ZUAP?";¿Al interior de su empresa se realizan actividades que promuevan la actividad física entre sus calaboradoras/es?;¿Qué actividades se realizan?;¿Cuántas veces por semana se realizan actividades para promover la actividad física?;¿Conoce usted el Decreto No 1790 de noviembre 20 de 2012 (Decreto de Zona Amarilla o de cargue y descargue en el centro de la ciudad)?
381;dt;5/17/2022 12:55:17;Info.distrialiados@gmail.com;Distri aliados;CL 48 54 43;6044077238;2;Sí;1;50%;0;0%;0;0%;Ninguna de las anteriores;No;Venta al detalle;Servicios de salud;Productos médicos y de salud;No;0;;;;;;;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;5;08:00 a 09:00;"En motocicleta, En carreta ""zorrilla""";2;2;Carretilla;No se realizan domicilios;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
382;dt;5/17/2022 12:52:19;Rodriguezloperas@gmail.com;Elasticos sms;Kr 55 # 48 08;3024369854;1;Sí;1;100%;1;100%;1;100%;Ninguna de las anteriores;Sí;Venta al detalle;Textiles;Moda y textiles;No;0;;;;;;;Miércoles, Viernes;2;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00;"En carreta ""zorrilla""";5;2;Carretilla;No se realizan domicilios;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
383;dt;5/17/2022 12:49:32;No aplica;Glam cosmetic;CL 48 54 43;3146852299;3;Sí;2;67%;0;0%;2;100%;Ninguna de las anteriores;No;Venta al detalle;Venta de productos de belleza;Cosméticos y productos de belleza;No;0;;;;;;;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;6 o más;08:00 a 09:00, 09:00 a 10:00;"En carreta ""zorrilla""";3;3;Carretilla;No se realizan domicilios;0;Motocicleta;6;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
384;dt;5/17/2022 12:40:39;Port45@portofino.com.co;Portofino textil;CL 49 # 56 17;3209849572;5;Sí;3;60%;2;67%;3;100%;Madres cabeza de familia;Sí;Venta al detalle;Textiles;Moda y textiles;Interno;1;1;320;4;Sí;Medellín;Almacenamiento de inventarios;Lunes, Martes, Miércoles, Jueves, Viernes;6 o más;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00, 18:00 a 19:00, 19:00 a 20:00;"En camión, se descarga internamente, En camión, estacionado en zona bahía y la ingresa la empresa transportadora, En camión, en vías aledañas, En carreta ""zorrilla"", En vehículo particular";5;1;Carretilla, Parqueadero de uso interno;No se realizan domicilios;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
385;dt;5/17/2022 12:36:20;No aplica;Lovaina compraventa ;Cra 51 45 23;5112285;3;No;;0%;;;;;;;Venta al detalle;Compraventa ;Compraventa;Externo, alquilado;1;2;100;3;Sí;Medellín;Recepción de mercancías;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado, Domingo, Festivos;6 o más;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00;En camión, sobre la vía, En motocicleta, En bicicleta, En vehículo particular;3;1;Ninguna;Motocicleta;10;Motocicleta;12;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
386;dt;5/17/2022 12:31:18;No aplica ;Laksmi;Cra 51 44 69;3232272262;1;No;;0%;;;;;;;Venta al detalle;Esencias;Artículos para el hogar;No;0;;;;;;;Lunes, Miércoles;2;10:00 a 11:00;En vehículo particular;5;1;Ninguno;No se realizan domicilios;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
387;dt;5/17/2022 12:19:18;No aplica ;Compraventa el rey;Kr 51 # 46 57;2311298;2;No;;0%;;;;;;;Venta al detalle Joyas y compraventa ;Electrodomésticos y hogar Joyas y compraventa ;Electrodomésticos;Interno;1;2;12;2;Sí;Medellín;Almacenamiento de inventarios;Lunes, Martes, Miércoles, Jueves, Viernes;6 o más;10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00;"En camión, en vías aledañas, En carreta ""zorrilla"", En vehículo particular";5;5;Carretilla;No se realizan domicilios;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
388;dt;5/17/2022 12:16:53;No aplica;Fcm estudios;Cra 53 45-115;5143635;2;Sí;1;50%;0;0%;1;100%;Ninguna de las anteriores;Sí;Fabricante;Confección y moda;Moda y textiles;Interno;1;3;80;3;Sí;Medellín;Recepción de mercancías;Lunes, Martes, Miércoles, Jueves, Viernes;3;08:00 a 09:00, 09:00 a 10:00;En vehículo particular;5;1;Ninguno;No se realizan domicilios;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
389;dt;5/17/2022 12:14:11;Atencionalciudadano@saviasaludeps.com;Savia salud EPS sede elite;Kr 56c # 49A 126 ;4601674;30;Sí;23;77%;0;0%;23;100%;Ninguna de las anteriores;No;Venta al detalle;Servicios de salud;Productos médicos y de salud;Interno;1;1;20;2;Sí;Medellín;Almacenamiento de inventarios;Lunes, Martes, Miércoles, Jueves, Viernes;La periodicidad es quincenal;10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00;En camión, estacionado en zona bahía y la ingresa la empresa transportadora, En vehículo particular;5;5;Carretilla;No se realizan domicilios;0;"No se realizan ventas por internet, Carreta ""zorrilla""";0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
390;dt;5/17/2022 12:14:00;Lagranesquinadelhueco@hotmail.com;La gran esquina del hueco ;Carrera 53 224;3103704750;4;Sí;2;50%;1;50%;2;100%;Madres cabeza de familia;Sí;Proveedor;Confección y moda;Moda y textiles;No;0;;;;;;;Lunes, Martes, Miércoles, Jueves, Viernes;5;08:00 a 09:00, 17:00 a 18:00;"En carreta ""zorrilla"", En vehículo particular";1;5;Carretilla;Caminata, Motocicleta;4;Si se realizan ventas por internet;20;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
391;dt;5/17/2022 12:10:05;Nataya1326@hotmail.com;Pollo broster;Kr 56c # 49A 126 piso 1;3244627133;1;Sí;1;100%;1;100%;1;100%;Madres cabeza de familia;Sí;Venta al detalle Cigarrería Expendio de bebidas alcohólicas;Restaurante Cigarrería Expendio de bebidas alcohólicas;Restauración;No;0;;;;;;;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;6 o más;09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00;"En carreta ""zorrilla"", En vehículo particular";5;5;Carretilla;Caminata;10;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
392;dt;5/17/2022 12:02:38;No aplica;Parafin ;Cra 54 45 13;3043724022;5;Sí;5;100%;0;0%;5;100%;Ninguna de las anteriores;Sí;Venta al detalle;Parafina y velad;Artículos para el hogar;Externo, alquilado;1;1;88;3;Sí;Medellín;Recepción de mercancías;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado, Domingo, Festivos;2;07:00 a 08:00, 08:00 a 09:00;En camión, sobre el andén;5;1;Ninguno;Motocicleta;12;Motocicleta;12;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
393;dt;5/17/2022 12:00:31;Cacharreria milenio @hotmail.com;Cacharreria milenio;CRA 53 45 96;514 3638;39;Sí;15;38%;1;7%;15;100%;Madres cabeza de familia;Sí;Proveedor Elementos misceláneos;Electrodomésticos y hogar Elementos misceláneos;Electrodomésticos;Interno;1;4;100;2;Sí;Medellín;Almacenamiento de inventarios;Lunes, Martes, Miércoles, Jueves, Viernes;5;08:00 a 09:00, 11:00 a 12:00;En camión, se descarga internamente;5;1;Carretilla, Elevador;No se realizan domicilios;1;Caminata;1;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
394;dt;5/17/2022 11:57:08;No aplica;Creaciones apise ;Cra 54 45 23;5112127;6;Sí;3;50%;0;0%;3;100%;Ninguna de las anteriores;Sí;Venta al detalle Pijamad;Confección y moda Pijamad;Moda y textiles;Interno;1;1;10;3;Sí;Medellín;Recepción de mercancías;Martes, Miércoles, Sábado;2;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00;En camión, sobre la vía;5;1;Ninguno;No se realizan domicilios;0;Motocicleta;5;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
395;dt;5/17/2022 11:49:05;No aplica;Indruaseo ;Cll 44a 54-80;5017951;4;No;;0%;;;;;;;Venta al detalle;Productos de aseo;Productos de aseo;Interno;1;2;20;3;Sí;Medellín;Recepción de mercancías;Miércoles, Jueves;2;06:00 a 07:00;En camión, sobre la vía;5;1;Ninguno;No se realizan domicilios;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
396;dt;5/17/2022 11:44:17;Surtidoradelosbolsos@gmail.com;Surtidora de los bolsos;CRA 53 45 66;2515370;4;Sí;3;75%;1;33%;3;100%;Madres cabeza de familia;No;Fabricante;Fabricación (manufacturas);Manufacturas;Interno;1;1;40;3;Sí;Medellín;Recepción de mercancías;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;6 o más;08:00 a 09:00, 19:00 a 20:00;"En carreta ""zorrilla""";5;1;Carretilla;"Carreta ""zorrilla""";3;Si se realizan ventas por internet;5;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
397;dt;5/17/2022 11:42:52;No aplica ;Ecoerma;Cll 44a 54 53;3127376280;5;No;;0%;;;;;;;Venta al detalle;Recolección de residuos;Reciclaje y residuos;Interno;1;2;50;4;Sí;Medellín;Recepción de mercancías;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado, Domingo, Festivos;6 o más;09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00;"En carreta ""zorrilla""";5;1;Ninguno;No se realizan domicilios;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
398;dt;5/17/2022 11:36:57;No aplica ;La lealtad;Cll 44 a 54 14;3147611231;1;No;;0%;;;;;;;Venta al detalle;Recolección de residuos;Reciclaje y residuos;Externo, alquilado;2;2;80;2;Sí;Medellín;Recepción de mercancías;Jueves;3;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00;En camión, estacionado en zona bahía y la ingresa la empresa transportadora, En vehículo particular;5;1;Ninguno;No se realizan domicilios;0;Furgón;3;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
399;dt;5/17/2022 11:36:47;Deco1@grupomaruplas.com;Grupomarplas;Col 48 54 73;3232023;24;Sí;21;88%;0;0%;10;48%;Madres cabeza de familia, Migrantes, Víctimas del conflicto armado, Mujeres transgénero;No;Venta al detalle Decoracion;Textiles Decoracion;Moda y textiles;Interno;1;1;2500;2,2;Sí;Medellín;Almacenamiento de inventarios;Lunes, Martes, Miércoles, Jueves, Viernes;2;09:00 a 10:00, 15:00 a 16:00;"En camión, sobre la vía, En carreta ""zorrilla""";1;1;Carretilla;Motocicleta, Furgón;3;Motocicleta, Furgón;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
400;dt;5/17/2022 11:32:13;Isabelaace@gmail.com;La bendición ;CRA 53 45 54;3116016665;2;Sí;2;100%;2;100%;2;100%;Madres cabeza de familia;Sí;Venta al detalle;Textiles;Moda y textiles;No;0;;;;;;;Miércoles;La periodicidad es mensual;20:00 a 21:00;"En carreta ""zorrilla""";5;3;Carretilla;No se realizan domicilios;1;No se realizan ventas por internet;1;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
401;dt;5/17/2022 11:29:57;Info@cassany.co;Almacén cassany;Kr 49 # 50 72;5117021;5;Sí;1;20%;1;100%;1;100%;Ninguna de las anteriores;Sí;Venta al detalle;Textiles;Moda y textiles;Interno;1;2;48;2;Sí;Medellín;Almacenamiento de inventarios;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;6 o más;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00, 18:00 a 19:00;"En carreta ""zorrilla""";5;2;Carretilla;No se realizan domicilios;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
402;dt;5/17/2022 11:20:36;Gestiohumana@111tiendasdebelleza.com;Iversiones111t tiendas de belleza;CL 48 54 43 local 102 108;5110950;13;Sí;5;38%;0;0%;5;100%;Madres cabeza de familia, Migrantes;Sí;Venta al detalle;Venta de productos de belleza;Cosméticos y productos de belleza;Interno;1;2;50;3;Sí;Medellín;Almacenamiento de inventarios;Lunes, Martes, Miércoles, Jueves, Viernes;5;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00;"En camión, estacionado en zona bahía y la ingresa la empresa transportadora, En carreta ""zorrilla""";2;1;Carretilla;Motocicleta;8;Motocicleta;8;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
403;dt;5/17/2022 11:16:54;Experienciapichincha@almaceneslamedianaranja.com;La media naranja;Cll 48 51 27;3122549646;27;Sí;20;74%;0;0%;20;100%;Madres cabeza de familia;Sí;Venta al detalle;Ropa;Moda y textiles;Interno;1;4;20;5;Sí;Medellín;Almacenamiento de inventarios;Lunes, Martes, Miércoles, Jueves;4;09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00;"En camión, estacionado en zona bahía y la ingresa la empresa transportadora, En carreta ""zorrilla""";4;5;Carretilla, Rampa mecánica, Rampa fija;No se realizan domicilios;0;Motocicleta, Van, Furgón;3;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
404;dt;5/17/2022 11:14:55;ferdinando.cardona@gmail.com;Cafetería y restaurante de Oriente ;CRA 53 45 18;3207446360;4;Sí;3;75%;3;100%;1;33%;Ninguna de las anteriores;Sí;Proveedor;Restaurante;Restauración;No;0;;;;;;;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;5;09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00;"En carreta ""zorrilla""";5;5;1;Caminata;10;1;1;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
405;dt;5/17/2022 11:04:53;No aplica;Fantasía lolas;Calle 45 53a34;3136870391;3;Sí;2;67%;0;0%;2;100%;Ninguna de las anteriores;No;Venta al detalle;Venta de productos de belleza;Cosméticos y productos de belleza;No;0;;;;;;;Jueves;2;08:00 a 09:00, 12:00 a 13:00, 17:00 a 18:00;"En carreta ""zorrilla""";5;2;Ninguna ;Motocicleta;3;Motocicleta;2;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
406;dt;5/17/2022 11:01:20;Modas.dehoy@hotmail.com;Calzado modas de hoy ;CL 48 # 50a 14;5116443;3;Sí;3;100%;2;67%;3;100%;Víctimas del conflicto armado;Sí;Venta al detalle Venta de calzado;Textiles Venta de calzado;Moda y textiles;Interno;1;2;50;3;Sí;Medellín;Almacenamiento de inventarios;Martes, Jueves;2;10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00;"En carreta ""zorrilla""";5;5;Carretilla;No se realizan domicilios;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
407;dt;5/17/2022 10:59:08;Pdvguayaquil@tcc.com.co;Tcc;CRA 53 45 108;4082483;14;Sí;1;7%;1;100%;1;100%;Víctimas del conflicto armado;Sí;Proveedor correos ventas en línea Servicios de transporte y distribución de mercancías;Mensajería correos ventas en línea Servicios de transporte y distribución de mercancías;Mensajería;Interno;1;1;200;5;Sí;Medellín;Recepción de mercancías;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;6 o más;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00, 18:00 a 19:00, 19:00 a 20:00;En camión, se descarga internamente;5;5;Carretilla;"Carreta ""zorrilla""";100;Si se realizan ventas por internet;70;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
408;dt;5/17/2022 10:52:55;Construpinturas@lacabalgata.co;La cabalgata ;Cll 45 55-90;3217811915;12;Sí;3;25%;0;0%;3;100%;Ninguna de las anteriores;Sí;Venta al detalle;Venta de materiales de construcción;Materiales de construcción;Interno;5;2;200;5;Sí;Medellín;Recepción de mercancías;Sábado;3;04:00 a 05:00;En camión, se descarga internamente;4;1;Ninguno;Van;6;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
409;my;5/17/2022 10:51:44;surtidoradelospueblos@hotmail.com;Surtido de los públicos ;Carrera 53 46 16 ;310 487 30 27;3;Sí;2;67%;0;0%;2;100%;Ninguna de las anteriores;No;Proveedor;Ropa ;Moda y textiles;Interno;2;2;60;3;Sí;Medellín;Recepción de mercancías;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;3;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00;"En carreta ""zorrilla""";5;2;Carretilla;"Carreta ""zorrilla""";2;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
410;my;5/17/2022 10:51:36;Dayanagarcia1312@hotmail.com;Comercializadora velcla;CL 48 54 43;3205666388;3;Sí;3;100%;0;0%;3;100%;Madres cabeza de familia;No;Venta al detalle;Aseo personal y belleza;Cosméticos y productos de belleza;No;0;;;;;;;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;5;09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00;"En carreta ""zorrilla""";5;4;Carretilla;Motocicleta;3;No se realizan ventas por internet;1;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
411;my;5/17/2022 10:45:14;No aplica;Ferrelectricos cafer;CL 48 54 43 local 101;3196449212;2;No;;0%;;;;;;;Venta al detalle;Ferretería;Ferretería;No;0;;;;;;;Martes;1 vez por semana;08:00 a 09:00, 09:00 a 10:00;"En carreta ""zorrilla""";3;3;Carretilla;Caminata;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
412;my;5/17/2022 10:42:44;Paoc1234@hotmail.com;Los franco;Calle 45 65 34;3232306173;6;Sí;2;33%;0;0%;2;100%;Ninguna de las anteriores;No;Proveedor;Madera;Maderas;Interno;2;1;64;5;Sí;Medellín;Recepción de mercancías;Viernes;6 o más;07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00;En camión, estacionado en bahía y la ingresa el personal de mi empresa;5;1;Ninguno;No se realizan domicilios;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
413;my;5/17/2022 10:40:11;sirleynatalia2015@gmail.com ;Pet stores 46;CL 46 # 49 15;3112188093;2;Sí;2;100%;2;100%;2;100%;Migrantes;Sí;Venta al detalle;Tienda de mascotas ;Productos veterinarios y mascotas;Interno;1;2;48;4;Sí;Medellín;Almacenamiento de inventarios;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;6 o más;10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00, 18:00 a 19:00;"En camión, estacionado en bahía y la ingresa el personal de mi empresa, En camión, estacionado en parqueadero propiedad de un tercero, En carreta ""zorrilla""";5;1;Carretilla;No se realizan domicilios;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
414;my;5/17/2022 10:35:45;darsaludybienestar@gmail.com;Dar salud y bienestar;CL 48 54 33;6043587283;3;Sí;3;100%;0;0%;3;100%;Madres cabeza de familia, Víctimas del conflicto armado;No;Venta al detalle;Farmacia;Productos médicos y de salud;No;0;;;;;;;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;3;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00;En camión, estacionado en bahía y la ingresa el personal de mi empresa;4;4;Carretilla;Caminata, Motocicleta;2;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
415;my;5/17/2022 10:35:07;No aplica;Potencial de la construcción ;Calle 45 55 18;3148320954;3;Sí;1;33%;0;0%;1;100%;Ninguna de las anteriores;Sí;Venta al detalle;Construcción ;Materiales de construcción;Interno;2;1;220;4;Sí;Medellín;Recepción de mercancías;Viernes;6 o más;08:00 a 09:00, 09:00 a 10:00, 11:00 a 12:00, 13:00 a 14:00, 14:00 a 15:00;En camión, se descarga internamente;5;1;Parqueadero de uso interno;Furgón;5;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
416;my;5/17/2022 10:28:08;Distribuidoracarolo@hotmail.com;Carolo;Calle 45 54 45;3244159574;150;Sí;26;17%;0;0%;26;100%;Ninguna de las anteriores;Sí;Venta al detalle Electrodomésticos y hogar;Decoración Electrodomésticos y hogar;Artículos para el hogar;Interno;5;3;380;3;Sí;Medellín;Recepción de mercancías;Sábado;6 o más;08:00 a 09:00, 09:00 a 10:00;En camión, se descarga internamente;5;1;Ninguno;Furgón;8;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
417;my;5/17/2022 10:27:33;scadavido@hotmail.com;Finohogar;CL 48 5429;6043582139;3;Sí;1;33%;0;0%;1;100%;Madres cabeza de familia;No;Proveedor;Textiles;Moda y textiles;Interno;10;1;15;3;Sí;Medellín;Recepción de mercancías;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;4;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 18:00 a 19:00;"En carreta ""zorrilla""";4;4;Carretilla, Parqueadero de uso interno;No se realizan domicilios, Van;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
