id,db,Marca temporal,Nombre de la empresa,Dirección de la empresa,Teléfono de contacto,Por favor indique el número de colaboradores que tiene su empresa o comercio,¿En su empresa o comercio cuentan con colaboradoras mujeres?,Por favor indique el número de mujeres que trabajan en su empresa o comercio,Porcentaje mujeres,"De sus empleadas mujeres, ¿Cuántas hacen parte de la cadena de distribución del negocio (conducen, reparten domicilios, acompañan las entregas, etc.)?",% mujeres en la distribución,De las mujeres vinculadas a la cadena logística de su empresa o comercio ¿Cuántas están vinculadas por contrato laboral?,% mujeres vinculadas,"Entre sus colaboradoras mujeres, alguna(s) se identifica(n) con los siguientes grupos poblacionales:",¿Acompañan y/o apoyan el proceso formativo de las mujeres que hacen parte de la cadena logística?,"Por favor, indique dentro de la siguientes categorías, cuál se relaciona con la actividad realizada en su comercio:",De acuerdo al listado señale en orden de importancia las 3 principales actividades comerciales que se desarrollan en su establecimiento:,Productos principales,¿Su establecimiento cuenta con espacio de bodega o almacenamiento de mercancías o productos?,¿Con cuántos espacios de bodega cuenta?,¿En qué piso se ubica(n) la(s) bodegas que sirven a su empresa o comercio?,"Por favor, indique el área de la bodega que sirve a su comercio en metros cuadrados:","Por favor, indique la altura en metros de la bodega que sirve a su comercio:",¿El(los) espacio(s) de bodega están ubicados al interior de la ZUAP?,¿En qué municipio se encuentra ubicada la bodega que sirve a su comercio?,"Por favor, indique el tipo de bodega con la que cuenta:","Por favor, seleccione los días en los cuales recibe materiales, materias primas o productos:",¿Cuántas veces por semana abastece su establecimiento?,"Por favor, indique los horarios durante los cuales realiza las actividades de cargue y descargue de las mercancías:","Por favor, indique la forma en la que ingresa la mercancía a su comercio o área de bodega:","En una escala de 1 a 5, donde 1 es ""Muy inseguro"" y 5 ""Muy seguro"", ¿considera usted que el proceso de cargue y descargue de mercancías en camión, carro o motocicleta es?","En una escala de 1 a 5, donde 1 es ""Muy inseguro"" y 5 ""Muy seguro"", ¿considera usted que el proceso de cargue y descargue de mercancías en bicicleta es?",¿El establecimiento o bodega posee alguno de los siguientes elementos para el cargue y descargue de mercancías?,¿Qué medio realiza para el envío de sus artículos a domicilio?,¿Cuántos domicilios realiza a diario su establecimiento?,¿Qué medio realiza para el envío de sus ventas por internet?,¿Cuántos envíos de artículos vendidos por internet realiza a diario su establecimiento?,Ir al fin de la encuesta.,"De acuerdo con el tipo de carga que distribuye su empresa, indique máximo 3 tipos en el siguiente listado:",¿El origen de la mercancía que transporta es el Valle de Aburrá?,"Por favor, indique el municipio:","Por favor, indique cuántas entregas hace en el centro de Medellín al día:","Por favor, indique el número de establecimientos que surte en el centro de Medellín a diario:",¿Cuántos pedidos recibe su empresa diariamente que tienen como destino el centro de Medellín?,Por favor indique la cantidad de vehículos con combustión a diésel (ACPM) con los que cuenta su empresa:,Por favor indique la cantidad de vehículos con combustión a gasolina con los que cuenta su empresa:,Por favor indique la cantidad de vehículos con combustión a gas natural vehicular (GNV) con los que cuenta su empresa:,Por favor indique la cantidad de vehículos con motor eléctrico con los que cuenta su empresa:,"Por favor, indique el rango de edad promedio del parque vehicular de su empresa [Modelos anteriores a 1990]","Por favor, indique el rango de edad promedio del parque vehicular de su empresa [Modelos entre 1991 y 2000]","Por favor, indique el rango de edad promedio del parque vehicular de su empresa [Modelos entre 2001 y 2010]","Por favor, indique el rango de edad promedio del parque vehicular de su empresa [Modelos entre 2011 y 2015]","Por favor, indique el rango de edad promedio del parque vehicular de su empresa [Modelos del 2016 en adelante]","¿Cuánto es el rendimiento en galones/kilómetro, de sus vehículos a ACPM?","¿Cuánto es el rendimiento en galones/kilómetro, de sus vehículos a gasolina?","¿Cuánto es el rendimiento en metros cúbicos/kilómetro, de sus vehículos a GNV?","¿Cuánto es el rendimiento kilowatt-hora, de sus vehículos eléctricos?",¿Cuánto es el costo total por movilizar un camión cargado hacia el centro de Medellín?,¿Cuántas horas al volante permanece durante un turno de reparto una/un conductora/or en su empresa?,"De acuerdo con la siguiente escala, donde 1 es ""Muy compleja"" y 5 es ""Muy adecuada"" ¿Cómo considera la relación de sus conductores con los demás actores viales (peatones, ciclistas, conductores, transporte público) en el espacio público de la ZUAP?",¿Al interior de su empresa se realizan actividades que promuevan la actividad física entre sus calaboradoras/es?,¿Qué actividades se realizan?,¿Cuántas veces por semana se realizan actividades para promover la actividad física?,¿Conoce usted el Decreto No 1790 de noviembre 20 de 2012 (Decreto de Zona Amarilla o de cargue y descargue en el centro de la ciudad)?,establishment_type_clean
372,dt,2022-05-24 13:47:21.188,Bodys Softy,Cl 48 # 53 78,311 580 75 28,3,Sí,3.0,1.0,0.0,0.0,1.0,0.3333333333333333,Madres cabeza de familia,Sí,Venta al detalleLenceríapara mujer.,Confección y modaLenceríapara mujer.,Moda y textiles,No,0.0,,,,,,,"Lunes, Jueves",La periodicidad es mensual,06:00 a 07:00,"En camión, estacionado en bahía y la ingresa el personal de mi empresa, En vehículo particular",5,4,Carretilla,Motocicleta,3,Motocicleta,2,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,dt,2022-05-24 13:53:26.814,La Bodeguita,Cl 48 #53 94 Local 111C,231 35 08 \ 313 660 49 95,2,Sí,2.0,1.0,0.0,0.0,1.0,0.5,Madres cabeza de familia,Sí,Venta al detalle Ropa para Dama,Confección y moda Ropa para Dama,Moda y textiles,No,0.0,,,,,,,Miércoles,La periodicidad es mensual,10:00 a 11:00,"En camión, estacionado en bahía y la ingresa el personal de mi empresa, En motocicleta, En carreta ""zorrilla""",5,4,Carretilla,Motocicleta,2,Motocicleta,1,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,dt,2022-05-24 13:59:39.834,SUTEXTIL,Cl 48 # 53 106,512 93 57,11,Sí,8.0,0.7272727272727273,0.0,0.0,1.0,0.125,Madres cabeza de familia,Sí,Ventas por internet,Confección y moda,Moda y textiles,"Externo, propio",1.0,1.0,10.0,7.0,No,Bogota D.C.,Recepción de mercancías,Martes,La periodicidad es quincenal,09:00 a 10:00,"En camión, estacionado en bahía y la ingresa el personal de mi empresa",5,5,"Carretilla, Rampa fija",Motocicleta,3,Caminata,2,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,dt,2022-05-24 15:11:33.254,ARTIMEU,Cl 50  54 32,3122915799,2,Sí,2.0,1.0,0.0,0.0,2.0,1.0,Ninguna de las anteriores,Sí,Venta al detalle,Elementos ortopédicos,Productos médicos y de salud,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes",5,"08:00 a 09:00, 09:00 a 10:00",En vehículo particular,5,5,Carretilla,Vehículo particular,3,Vehículo particular,4,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,dt,2022-05-24 15:17:41.875,Amueblate,Cl 50 54 50,3153717671,5,Sí,2.0,0.4,0.0,0.0,2.0,1.0,Madres cabeza de familia,Sí,Proveedor Venta muebles peluquería,Venta de productos de belleza Venta muebles peluquería,Cosméticos y productos de belleza,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes",3,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00","En camión, sobre la vía",5,5,Carretilla,Vehículo particular,4,Vehículo particular,4,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,dt,2022-05-24 15:42:49.043,SILLERÍA EL TIO,cl 50  54 46,3147515954,3,No,,0.0,,,,,,,Proveedor Silleteria,Servicios de transporte y distribución de mercancías Silleteria,Mensajería,Interno,1.0,1.0,30.0,3.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",3,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00","En camión, estacionado en bahía y la ingresa el personal de mi empresa",5,5,Carretilla,Vehículo particular,4,Van,2,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,dt,2022-05-25 12:29:21.507,Tienda Médica,Cl 50 44 52,3103808549,5,Sí,2.0,0.4,0.0,0.0,2.0,1.0,Ninguna de las anteriores,Sí,Venta al detalle Venta de productos médicos ortopédicos,Servicios de salud Venta de productos médicos ortopédicos,Productos médicos y de salud,No,0.0,,,,,,,"Martes, Miércoles, Jueves",2,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora",5,5,Carretilla,"Vehículo particular, Van",5,"Vehículo particular, Van",5,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,dt,2022-05-25 12:34:05.441,Vóptica,Cr 46 # 50 18,3059035079,3,Sí,2.0,0.6666666666666666,0.0,0.0,2.0,1.0,Madres cabeza de familia,Sí,Venta al detalle Óptica,Servicios de salud Óptica,Productos médicos y de salud,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes",3,"09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00",En vehículo particular,5,5,No es necesario entra oaquete manual,"Motocicleta, Vehículo particular",6,"Motocicleta, Vehículo particular, Van",6,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,dt,2022-05-25 12:39:42.786,Textimédicos,Cl50 45 36,3052901590,3,Sí,3.0,1.0,0.0,0.0,3.0,1.0,Madres cabeza de familia,Sí,Venta al detalle Textiles Venta uniformes médicos dotación hospitalaria,Confección y moda Textiles Venta uniformes médicos dotación hospitalaria,Moda y textiles,Interno,1.0,1.0,6.0,2.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes",3,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00","En carreta ""zorrilla""",5,5,,"Motocicleta, Vehículo particular",4,"Bicicleta de carga, Vehículo particular, Van",4,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,dt,2022-05-25 12:45:56.820,La Gaferia,Cr 47 50 75,3012645638,4,Sí,2.0,0.5,0.0,0.0,0.0,0.0,Ninguna de las anteriores,Sí,Venta al detalle Servicio de venta lentes,Servicios de salud Servicio de venta lentes,Productos médicos y de salud,No,0.0,,,,,,,"Lunes, Jueves",2,"08:00 a 09:00, 09:00 a 10:00",En vehículo particular,5,5,No se requiere lis paquetes vson pequeños sebtraen a mano,Motocicleta,5,Motocicleta,5,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,dt,2022-05-25 12:55:58.614,Tiendas a sus manos,Cl 51 47 33,3183564461,3,Sí,2.0,0.6666666666666666,0.0,0.0,2.0,1.0,Ninguna de las anteriores,Sí,Venta al detalle,Elementos misceláneos,Artículos para el hogar,No,0.0,,,,,,,"Martes, Miércoles",2,"09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00",En motocicleta,5,5,Na,No se realizan domicilios,0,Na,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,dt,2022-05-24 11:57:26.917,Compraventa Junin,Kr 52 # 53 63,6044082211,2,Sí,2.0,1.0,0.0,0.0,2.0,1.0,Ninguna de las anteriores,No,Venta al detalle,Compraventa de artículos,Compraventa,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00, 18:00 a 19:00",En motocicleta,5,5,Ningún,No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,dt,2022-05-25 13:05:01.534,Elec Industrial,Cl 53 54 96,3104114270-3215200280,3,No,,0.0,,,,,,,Proveedor Ferretería,Venta de materiales de construcción Ferretería,Materiales de construcción,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes",3,"09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00",En vehículo particular,5,5,,Na,0,Na,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,dt,2022-05-24 12:26:59.658,El Palacio,Calle 51 # 53 59,3117382781,4,Sí,2.0,0.5,0.0,0.0,2.0,1.0,Madres cabeza de familia,No,Venta al detalle Venta de calzado,Elementos misceláneos Venta de calzado,Artículos para el hogar,Interno,1.0,1.0,16.0,2.0,Sí,Medellín,Almacenamiento de inventarios,"Miércoles, Viernes",2,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00","En carreta ""zorrilla""",4,1,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,dt,2022-05-24 12:36:38.179,Distritodo los Primos,Kr 51 # 53 87,3212459071,3,No,,0.0,,,,,,,Venta al detalle Cigarrería Supermercados,Confitería Cigarrería Supermercados,"Cacao, chocolate y confitería",Interno,1.0,1.0,40.0,3.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00","En carreta ""zorrilla""",5,5,Carretilla,"Carreta ""zorrilla""",4,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,dt,2022-05-25 12:59:59.050,Salon Aristos,Cr 48 50 56,3218318626,8,Sí,7.0,0.875,0.0,0.0,7.0,1.0,"Madres cabeza de familia, Mujeres pertenecientes a grupos étnicos",Sí,Proveedor ocio,Bares ocio,Bares y ocio,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",5,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00","En camión, en vías aledañas",5,5,,No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,dt,2022-05-26 10:21:52.598,Karol Mauricio,Carrera 53 45 66,3017026497,5,Sí,2.0,0.4,1.0,0.5,1.0,0.5,Madres cabeza de familia,Sí,Proveedor,Maletas,Moda y textiles,Interno,1.0,1.0,20.0,3.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",5,09:00 a 10:00,"En camión, se descarga internamente",5,2,Carretilla,"Caminata, Motocicleta",4,"Caminata, Carreta ""zorrilla""",4,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,dt,2022-05-26 14:57:37.498,Fruta Fresca,Cra 52# 44- 15,4440101,4,Sí,2.0,0.5,0.0,0.0,2.0,1.0,Madres cabeza de familia,Sí,Venta al detalle,Merxancia,Mecánica,Interno,1.0,1.0,35.0,3.0,Sí,Medellín,Recepción de mercancías,"Martes, Jueves",1 vez por semana,"14:00 a 15:00, 15:00 a 16:00","En camión, en vías aledañas, En carreta ""zorrilla""",4,1,Carretilla,No se realizan domicilios,0,Motocicleta,100,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,dt,2022-05-26 15:11:53.798,KMC Accesorios Tecnologia,Cra 52# 44- 102,5113698,2,Sí,1.0,0.5,0.0,0.0,1.0,1.0,Madres cabeza de familia,Sí,Venta al detalle,Tecnologia - accesorios,Electrónica,No,0.0,,,,,,,"Lunes, Martes, Miércoles",3,"11:00 a 12:00, 12:00 a 13:00, 15:00 a 16:00, 22:00 a 23:00","En motocicleta, En carreta ""zorrilla""",4,4,Carretilla,Motocicleta,3,Motocicleta,3,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,dt,2022-05-26 15:36:34.844,Almacen el Peludo,Cra 52A# 46- 35,5111895,4,Sí,2.0,0.5,0.0,0.0,2.0,1.0,Madres cabeza de familia,Sí,Venta al detalle,Mercancia Ropa en general,Moda y textiles,"Externo, alquilado",1.0,5.0,40.0,2.5,Sí,Medellín,Recepción de mercancías,"Martes, Miércoles, Jueves, Viernes",5,"08:00 a 09:00, 10:00 a 11:00","En carreta ""zorrilla""",2,1,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,dt,2022-05-26 17:38:11.964,Centro Optico Punto 20,Cr 47 # 54-61,3155670716,2,Sí,1.0,0.5,0.0,0.0,1.0,1.0,Ninguna de las anteriores,Sí,Venta al detalle,Venta de lentes con formula médica.,Productos médicos y de salud,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"10:00 a 11:00, 13:00 a 14:00, 15:00 a 16:00, 17:00 a 18:00","En motocicleta, En bicicleta, En vehículo particular",4,4,Caminando,Motocicleta,2,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,dt,2022-05-26 17:49:52.413,Óptica & Visión,Cra 47# 54- 71,3007171865,1,Sí,1.0,1.0,0.0,0.0,1.0,1.0,Madres cabeza de familia,No,Venta al detalle,Ventas de lentes por formula médica,Productos médicos y de salud,No,0.0,,,,,,,"Martes, Jueves, Viernes",4,"10:00 a 11:00, 13:00 a 14:00, 15:00 a 16:00",En motocicleta,3,3,Caminando,No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,dt,2022-05-26 17:56:15.564,Optiestilo,Cra 47# 54- 67,3043296243,1,Sí,1.0,1.0,0.0,0.0,0.0,0.0,Madres cabeza de familia,Sí,Venta al detalle,Ventas de lentes con formula médica,Productos médicos y de salud,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves",4,"10:00 a 11:00, 12:00 a 13:00, 16:00 a 17:00",En bicicleta,3,3,Caminando,No se realizan domicilios,0,Motocicleta,2,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,dt,2022-05-27 11:57:56.000,Máx visual,Cra 47 59 27,3308491,4,Sí,2.0,0.5,0.0,0.0,2.0,1.0,Madres cabeza de familia,Sí,Venta al detalle Gafas,Servicios de salud Gafas,Productos médicos y de salud,No,,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00",En vehículo particular,5,5,Na,No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,dt,2022-05-27 12:02:36.000,Restaurante cafereua coaka,Cl50 4714,50128519,3,Sí,3.0,1.0,0.0,0.0,3.0,1.0,"Madres cabeza de familia, Migrantes",Sí,Venta al detalle,Restaurante,Restauración,No,,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",5,"07:00 a 08:00, 08:00 a 09:00","En carreta ""zorrilla""",5,5,Carretilla entra,Caminata,10,Caminata,10,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,dt,2022-05-27 13:59:19.000,Damas Store,Cl 49 #53 63 Local 118,301 419 58 55,2,Sí,2.0,1.0,0.0,0.0,1.0,0.5,Madres cabeza de familia,Sí,Venta al detalle,Confección y moda,Moda y textiles,Interno,1.0,1.0,2.0,2.0,Sí,Medellín,Recepción de mercancías,Martes,La periodicidad es quincenal,09:00 a 10:00,"En camión, estacionado en bahía y la ingresa el personal de mi empresa, En vehículo particular",5,4,Rampa fija,"Caminata, Motocicleta",2,Motocicleta,3,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,dt,2022-05-27 14:04:10.000,ZUMAS,Cl 49 #53 63 Local 114,323 574 22 15,3,Sí,2.0,0.6666666666666666,0.0,0.0,1.0,0.5,Madres cabeza de familia,Sí,Venta al detalle,Confección y moda,Moda y textiles,"Externo, alquilado",1.0,2.0,4.0,3.0,Sí,Medellín,Recepción de mercancías,Jueves,La periodicidad es quincenal,"09:00 a 10:00, 17:00 a 18:00","En camión, estacionado en bahía y la ingresa el personal de mi empresa",4,3,Elevador,Motocicleta,2,Motocicleta,1,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,dt,2022-05-27 14:09:36.000,Mundi Store,Cl 48 #52A 30,312 755 34 70,2,No,,0.0,,,,,,,Venta al detalle,Confección y moda,Moda y textiles,No,,,,,,,,Miércoles,La periodicidad es mensual,09:00 a 10:00,En vehículo particular,4,3,Rampa fija,Motocicleta,3,Motocicleta,2,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,dt,2022-05-27 14:37:25.000,La piñata de tita,Calle 45 # 54- 15,5120220,4,Sí,3.0,0.75,0.0,0.0,3.0,1.0,Madres cabeza de familia,Sí,Proveedor,Piñateria y jugueteria,Juguetería y elementos deportivos,Interno,1.0,2.0,196.0,4.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",3,"09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00","En camión, sobre la vía, En carreta ""zorrilla""",4,2,Carretilla,Motocicleta,5,Motocicleta,6,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,dt,2022-05-27 14:45:45.000,Lozeria el Paisa,Cll 45# 55- 21,3113863801,6,Sí,3.0,0.5,0.0,0.0,3.0,1.0,"Madres cabeza de familia, Migrantes",Sí,Proveedor,Productos de hogar,Artículos para el hogar,"Externo, alquilado",1.0,1.0,120.0,3.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes",5,"18:00 a 19:00, 19:00 a 20:00, 20:00 a 21:00","En camión, sobre la vía",4,1,Rampa fija,No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,dt,2022-05-27 15:18:27.000,Onelectric,Cll 50 # 56- 12,3005876901,5,Sí,1.0,0.2,0.0,0.0,1.0,1.0,Ninguna de las anteriores,Sí,Venta al detalle,Venta de material electrico,Ferretería,No,,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes",3,"11:00 a 12:00, 13:00 a 14:00, 15:00 a 16:00","En camión, sobre la vía",3,1,Carretilla,Motocicleta,15,Motocicleta,5,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,dt,2022-05-27 15:27:49.000,Dispromem,Cll 50 # 56- 20,4486813,10,Sí,1.0,0.1,0.0,0.0,1.0,1.0,Madres cabeza de familia,Sí,FabricanteMercancia de ropa,Estructuras MetálicasMercancia de ropa,Moda y textiles,"Externo, alquilado",1.0,1.0,102.0,3.5,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00","En camión, sobre la vía, En carreta ""zorrilla""",4,1,"Carretilla, Rampa fija","Vehículo particular, Furgón",3,"Vehículo particular, Furgón",5,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,dt,2022-05-27 15:50:06.000,Galería New York,Cll 52 # 54- 21,310 737 18 97 / 511 65 78,9,Sí,1.0,0.1111111111111111,0.0,0.0,1.0,1.0,Madres cabeza de familia,No,Fabricante,Muebleria,Artículos para el hogar,Interno,1.0,4.0,54.0,3.5,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",3,"08:00 a 09:00, 10:00 a 11:00, 13:00 a 14:00, 15:00 a 16:00","En carreta ""zorrilla""",5,1,Carretilla,"Vehículo particular, Furgón",10,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,dt,2022-05-27 16:15:45.000,Candy Case,Cra 50 # 53- 01 local 101,3028503727,3,Sí,2.0,0.6666666666666666,0.0,0.0,2.0,1.0,Ninguna de las anteriores,Sí,Venta al detalle,Accesorios de celulares,Electrónica,No,,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",2,"09:00 a 10:00, 12:00 a 13:00, 16:00 a 17:00",En bicicleta,4,1,Caminando,Motocicleta,2,Motocicleta,3,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,dt,2022-05-27 16:37:43.000,Patacon,Cra 50 # 53 - 76,5 12 53 35,5,Sí,4.0,0.8,0.0,0.0,3.0,0.75,Madres cabeza de familia,No,Venta al detalle,Panaderia,Productos alimenticios,No,,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 14:00 a 15:00",En vehículo particular,3,1,Cajas,No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,dt,2022-05-27 16:52:06.000,Nuti Pan,Cra 50a# 53- 02,3118644490,5,Sí,3.0,0.6,0.0,0.0,3.0,1.0,Madres cabeza de familia,No,Venta al detalle,Panaderia,Productos alimenticios,No,,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",4,"08:00 a 09:00, 09:00 a 10:00, 13:00 a 14:00, 14:00 a 15:00","En camión, sobre la vía, En carreta ""zorrilla""",4,1,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,dt,2022-05-27 17:13:47.000,Salsamenaria la delicia,Calle 54 # 53- 02,3105461486,3,Sí,2.0,0.6666666666666666,0.0,0.0,0.0,0.0,Madres cabeza de familia,Sí,Venta al detalle,Salsamentaria- cantina y abarrotes,Productos alimenticios,No,,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes",2,"09:00 a 10:00, 11:00 a 12:00, 12:00 a 13:00, 15:00 a 16:00","En carreta ""zorrilla""",4,1,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,my,2022-08-09 18:56:41.986,BOSS SMARTPHONE,Cl 53 49 144,3127797630,3,Sí,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,Ninguna de las anteriores,No,Venta al detalle,Electrodomésticos y hogar,Electrodomésticos,No,,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",2,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00","En motocicleta, En carreta ""zorrilla"",En vehículo particular",5,3,ninguno,Motocicleta,2,Motocicleta,2,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
